名称,经度,纬度,类别,地址,POI类型,评分,人均消费
浩瀚欢乐温泉小镇,126.537905,45.881399,景点,世界欢乐城内,风景名胜;风景名胜相关;旅游景点,3.6,[]
亚布力滑雪旅游度假区,128.459895,44.772421,景点,金牌大道84号,体育休闲服务;度假疗养场所;度假村,4.7,[]
哈尔滨热雪奇迹,126.500714,45.803200,景点,世茂大道99号融创茂1楼,体育休闲服务;运动场馆;滑雪场|体育休闲服务;娱乐场所;娱乐场所,4.7,256.00
玉峰滑雪度假山庄,127.213613,45.400538,景点,哈尔滨外国语学院对面,体育休闲服务;度假疗养场所;度假村,4.0,[]
北极滑雪场,127.173733,45.416648,景点,玉泉铁北委,体育休闲服务;运动场馆;滑雪场,3.9,[]
亚布力滑雪场旅游度假村,128.453825,44.760775,景点,高山楼南侧,体育休闲服务;度假疗养场所;度假村,4.0,[]
亚布力滑雪,128.490620,44.808155,景点,亚布力镇青山村单红元民宿,风景名胜;风景名胜;风景名胜,4.1,[]
热雪奇迹体育·滑雪训练中心(哈尔滨店),126.501664,45.802669,景点,世茂大道99号哈尔滨融创茂F1层,体育休闲服务;体育休闲服务场所;体育休闲服务场所|生活服务;生活服务场所;生活服务场所,3.8,266.00
亚布力滑雪场,128.517304,44.826862,景点,亚布力镇青山村青顶子屯1号,住宿服务;住宿服务相关;住宿服务相关,4.3,134.00
雪迹滑雪俱乐部,127.454089,45.256774,景点,帽儿山高山体院滑雪场,体育休闲服务;运动场馆;滑雪场,4.1,[]
乐滑雪具(群力店),126.531891,45.726190,景点,群力第五大道恒祥空间4号楼4-2门市,购物服务;专卖店;专营店,4.4,[]
龙珠二龙山滑雪场,127.410487,45.725112,景点,二龙山风景区,体育休闲服务;运动场馆;滑雪场,3.8,[]
亚布力滑雪场接待中心,128.507681,44.795422,景点,亚布力镇,公司企业;公司企业;公司企业,[],[]
凤山滑雪场,127.172981,45.397992,景点,哈阿高速公路玉泉口出处收费站右侧林场对过距玉泉火车站2公里,体育休闲服务;运动场馆;滑雪场,3.8,[]
滑雪体验,126.560767,45.775459,景点,太阳大道1458号哈尔滨冰雪大世界,风景名胜;风景名胜相关;旅游景点,4.2,[]
玄泽滑雪,128.610955,44.930600,景点,亚布力镇团结委政府1号楼202号,体育休闲服务;运动场馆;运动场所,3.3,[]
尚志市亚布力滑雪场旅游度假俱乐部,127.698539,45.045805,景点,乌吉密乡青山村,体育休闲服务;度假疗养场所;度假村,3.5,[]
亚布力滑雪场缆车起点,128.451610,44.781404,景点,亚布力阳光度假村沐云楼山顶酒店东南侧,体育休闲服务;运动场馆;运动场所,3.6,[]
大梨滑雪服,126.598855,45.731229,景点,顾新路192号1-s14门市,体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.0,[]
中国雪谷双雁滑雪场,128.055658,44.449946,景点,山河屯林业局长青林场,体育休闲服务;休闲场所;游乐场,3.6,[]
亚布力滑雪场雪景火炕房,128.576129,44.915786,景点,亚雪公路与G10绥满高速出口交叉口东北40米,体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.8,[]
亚布力滑雪场-观景台,128.434515,44.743956,景点,亚布力镇亚雪公路亚布力滑雪旅游度假区亚布力滑雪场内,风景名胜;风景名胜;观景点,3.8,[]
亚布力滑雪漫途,128.480991,44.772395,景点,好汉泊水库西50米,体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.7,[]
蓝山滑雪,128.501335,44.794672,景点,亚布力镇大青山村117号,体育休闲服务;运动场馆;运动场所,3.0,[]
亚布力(亚雪)滑雪度假乐园,128.611289,44.936361,景点,林政路152号,体育休闲服务;运动场馆;运动场所,3.8,[]
我爱滑雪之亚布力站,126.515868,45.829399,景点,龙祥路1817号保利9号小区商铺3栋C8号商服,体育休闲服务;运动场馆;运动场所,3.6,[]
旅行家滑雪UVH,128.614213,44.929870,景点,永顺路37号,体育休闲服务;运动场馆;运动场所,3.1,[]
亚布力滑雪(尚志店),128.498696,44.792588,景点,尚志市别树一阁客栈旁边,体育休闲服务;运动场馆;运动场所|生活服务;生活服务场所;生活服务场所,3.3,[]
哈尔滨市雪精灵越野滑雪轮滑少儿俱乐部,126.610431,45.773018,景点,工程东段社区东南门旁,体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.6,[]
亚克力亲子滑雪,128.499425,44.795575,景点,亚布力镇青山村卫生所西南侧90米,体育休闲服务;运动场馆;运动场所,3.3,156.00
亚布力滑雪户外俱乐部,128.616585,44.930495,景点,亚布力林业局站前美食一条街综合5号楼6单元102室,体育休闲服务;运动场馆;运动场所,3.0,[]
雪飞舞滑雪俱乐部(亚布力滑雪场店),128.492875,44.795425,景点,雪山路与雪域路交叉口东南80米,体育休闲服务;运动场馆;运动场所,3.1,96.00
亚布力滑雪(和平路店),128.609771,44.930936,景点,和平路与大直街交叉口东80米,体育休闲服务;运动场馆;运动场所,3.5,[]
亚布力好汉泊滑雪场,128.449707,44.774815,景点,亚布力滑雪场民宿西南侧,体育休闲服务;运动场馆;运动场所,3.6,[]
新体委滑雪,128.615702,44.932031,景点,林政路与美食街交叉口东北160米,生活服务;旅行社;旅行社,3.6,[]
莲花山滑雪场,128.611439,44.930348,景点,大众胡同与和平路交叉口东南40米,体育休闲服务;运动场馆;综合体育馆,3.2,[]
东城高峰滑雪队,126.495475,45.801625,景点,丰源街与世阳路交叉口东南160米,体育休闲服务;运动场馆;运动场所,2.8,[]
亚布力滑雪(北国春店),128.503088,44.806502,景点,亚布力雪都滑雪度假中心西北侧380米,体育休闲服务;运动场馆;运动场所,3.9,[]
萨蒙滑雪场,126.643233,45.783190,景点,南四道街与南五道街交叉口西80米,体育休闲服务;运动场馆;综合体育馆,3.8,[]
哈尔滨逸游滑雪服务有限公司,128.613075,44.931925,景点,和平路与大众胡同交叉口东北200米,体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.1,[]
领航滑雪(亚布力店),128.505225,44.796175,景点,亚雪公路与雪青公路交叉口西北260米,体育休闲服务;运动场馆;运动场所,2.5,[]
瑞吉山国际滑雪俱乐部,128.615747,44.929601,景点,林政路与美食街交叉口东南120米,体育休闲服务;休闲场所;休闲场所,1.9,[]
雪遇滑雪乐园,128.614606,44.930823,景点,和平路与林政路交叉口西40米,体育休闲服务;运动场馆;运动场所,2.4,[]
领雪城市滑雪,128.620189,44.930485,景点,通乡路与护林街交叉口西南340米,体育休闲服务;休闲场所;休闲场所,1.6,[]
极速滑雪木墅房,128.504625,44.757775,景点,西三街与青云路交叉口西180米,体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.4,[]
福运滑雪(亚布力店),128.624675,44.942875,景点,营林街与林茂路交叉口东北140米,体育休闲服务;运动场馆;运动场所,2.2,[]
亚布力阳光度假村滑雪场(暂停营业),128.452384,44.781808,景点,金牌大道84号亚布力滑雪旅游度假区,体育休闲服务;运动场馆;滑雪场,4.5,[]
亚布力新体委滑雪场(暂停营业),128.459762,44.772608,景点,金牌大道84号,体育休闲服务;运动场馆;滑雪场,4.5,427.00
新亚布力滑雪场(暂停营业),128.449340,44.774191,景点,金牌大道84号,体育休闲服务;运动场馆;滑雪场,4.2,[]
帽儿山高山滑雪场(暂停营业),127.452381,45.250935,景点,尚志哈体院帽儿山高山滑雪场酒店1层,体育休闲服务;运动场馆;滑雪场,4.5,[]
玉泉国际滑雪场(暂停营业),127.210629,45.404106,景点,玉泉镇(近新民屯),体育休闲服务;运动场馆;滑雪场,4.2,[]
神鹿雪场(暂停营业),127.368385,45.304834,景点,平山镇平山旅游度假区内,体育休闲服务;运动场馆;滑雪场,4.2,[]
亚布力(哈尔滨)国际滑雪场(暂停营业),128.456698,44.777348,景点,亚布力滑雪场南走200米,体育休闲服务;运动场馆;滑雪场,4.2,[]
亚布力雪都滑雪度假中心(暂停营业),128.504890,44.803241,景点,亚布力镇大青山村,体育休闲服务;运动场馆;滑雪场,4.3,[]
兴旺滑雪场,127.132878,45.421552,景点,玉泉镇(哈阿高速亚沟出口下),体育休闲服务;运动场馆;滑雪场,4.2,[]
霜雪滑雪场(暂停营业),127.139248,45.418119,景点,西山屯高速公路玉泉出口左拐3公里,体育休闲服务;运动场馆;滑雪场,4.3,[]
哈尔滨红利滑雪场有限公司(暂停营业),126.871480,45.757593,景点,团结镇红利村,体育休闲服务;运动场馆;滑雪场,4.2,[]
玉泉国际狩猎场鹿鸣谷滑雪场(暂停开放),127.217808,45.422588,景点,玉泉镇北部山区,体育休闲服务;运动场馆;滑雪场|风景名胜;风景名胜;风景名胜,4.5,[]
黑龙江省长寿山滑雪场(暂停营业),127.255222,45.62268,景点,宾西国家森林公园内,体育休闲服务;运动场馆;滑雪场,3.9,[]
雪境滑雪场(哈尔滨体育学院教学训练基地),127.512259,45.269991,景点,帽儿山镇(哈尔滨体育学院二校区),体育休闲服务;运动场馆;运动场所,4.4,80.00
亚布力滑雪(暂停营业),126.584305,45.694314,景点,南兴街108号,体育休闲服务;运动场馆;运动场所,4.2,[]
跩姐滑雪俱乐部(暂停营业),127.454625,45.256525,景点,帽儿山镇高山滑雪场综合楼跩姐滑雪俱乐部,体育休闲服务;运动场馆;运动场所,4.1,59.00
途远铧子山森林公园滑雪场(暂停营业),128.659107,46.088209,景点,富林镇铧子山林场,体育休闲服务;运动场馆;滑雪场,3.9,[]
上京国际滑雪场,127.083455,45.423650,景点,鸽子洞(301国道亚沟出口),体育休闲服务;运动场馆;滑雪场,3.7,[]
延寿欣悦山庄滑雪场,128.153028,45.441856,景点,青川乡欣悦山庄,体育休闲服务;运动场馆;滑雪场,3.8,[]
威虎山国际滑雪俱乐部(暂停营业),127.141794,45.415373,景点,玉泉威虎山森林公园停车点附近,体育休闲服务;运动场馆;运动场所,4.5,[]
亚布力滑雪场冬至夏至度假屋(暂停营业),128.505122,44.752267,景点,亚布力林业局青云新区第五区青云小镇东五街,住宿服务;住宿服务相关;住宿服务相关,3.9,[]
南岗区王岗镇靠山村西城玉龙滑雪场(暂停营业),126.587661,45.657125,景点,电缆街188号,体育休闲服务;运动场馆;滑雪场,3.8,[]
亚布力滑雪场(青顶子屯店)(暂停营业),128.517258,44.826745,景点,亚布力镇一心三队,体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.2,[]
心悦来滑雪场(暂停营业),128.138339,44.387666,景点,山河屯林业局大河身森林经营所,体育休闲服务;运动场馆;滑雪场,3.8,[]
尚志市石咀山冬际滑雪场(暂停营业),128.028171,45.208083,景点,[],体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.8,[]
好汉泊滑雪场(暂停营业),128.480380,44.782393,景点,金牌大道82号,体育休闲服务;运动场馆;滑雪场,3.7,[]
雪谷佳欣滑雪场(暂停营业),128.073986,44.444689,景点,龙爪沟附近,体育休闲服务;运动场馆;滑雪场,4.0,[]
亚布力滑雪(微澜美宿店),128.504670,44.794710,景点,亚布力镇大青山村青顶子屯,体育休闲服务;运动场馆;运动场所,4.3,63.00
玉泉金都滑雪场(暂停营业),127.121254,45.419360,景点,玉泉镇王岗村,体育休闲服务;运动场馆;滑雪场,3.7,[]
亚布力滑雪票务,128.621456,44.932210,景点,亚布力阳光小区A9二单元601,生活服务;售票处;售票处,3.5,[]
亚布洛尼滑雪(黑龙江店)(暂停营业),128.508525,44.796475,景点,亚布力镇大青山村大青山屯130号,体育休闲服务;运动场馆;滑雪场,3.8,[]
亚布力滑雪门票(暂停营业),128.499322,44.796102,景点,青山村雪山路99号,体育休闲服务;运动场馆;运动场所,3.7,[]
亚布力漫途滑雪(暂停营业),128.499889,44.791689,景点,望山度假酒店对面100米处,体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.7,[]
新濠阳光滑雪场,128.427927,44.776749,景点,金牌大道附近,体育休闲服务;运动场馆;滑雪场,3.7,[]
鼎双滑雪俱乐部(暂停开放),127.368855,45.513515,景点,黑龙江省哈尔滨市阿城区横头山庄园内,风景名胜;风景名胜相关;旅游景点,3.8,[]
亚布力滑雪场旅游接待处(暂停开放),128.500835,44.796489,景点,亚布力镇青山村,风景名胜;风景名胜相关;旅游景点,3.5,[]
哈尔滨市帽儿山滑雪场(暂停营业),126.497675,45.809875,景点,恒源街与世祥路交叉口东南80米,体育休闲服务;运动场馆;滑雪场,4.1,[]
亚布力滑雪场-健身区(暂停营业),128.463647,44.775048,景点,通信山庄南侧100米,体育休闲服务;运动场馆;运动场所,3.8,[]
马迭尔滑雪场(暂停营业),127.214971,45.416945,景点,[],体育休闲服务;运动场馆;综合体育馆,2.9,[]
亚冬滑雪场(暂停营业),126.593475,45.652325,景点,东娱传媒北侧70米,体育休闲服务;运动场馆;运动场所,4.1,[]
深途滑雪俱乐部(暂停营业),127.454280,45.256669,景点,雪迹滑雪俱乐部东南侧,体育休闲服务;运动场馆;滑雪场,3.2,[]
亚布力滑雪纯玩旅途,127.220776,44.710776,景点,山河镇山河大街54号,体育休闲服务;体育休闲服务场所;体育休闲服务场所,3.7,[]
头一庄滑雪场(暂停营业),128.389945,45.374750,景点,[],体育休闲服务;运动场馆;综合体育馆,4.1,[]
阳光滑雪场,128.451625,44.779825,景点,麓城国际公寓东南侧260米,体育休闲服务;运动场馆;运动场所,4.1,[]
悬羊岭滑雪场(暂停营业),129.150390,46.294857,景点,[],体育休闲服务;运动场馆;运动场所,3.9,[]
金河湾湿地植物园-百亩塔头,126.497236,45.782103,景点,江湾路西段金河湾湿地植物园内,风景名胜;风景名胜相关;旅游景点,3.3,[]
百草园,126.502907,45.783929,景点,松北街道松北街道江湾路西段金河湾湿地植物园内(东侧),风景名胜;风景名胜相关;旅游景点,3.3,[]
三剑客,126.497674,45.781983,景点,江湾路西段金河湾湿地植物园内,风景名胜;风景名胜相关;旅游景点,2.5,[]
天鹅州,126.504468,45.783506,景点,江湾路西段金河湾湿地植物园内(东侧),风景名胜;风景名胜相关;旅游景点,2.8,[]
睡莲池,126.500539,45.780994,景点,江湾路西段金河湾湿地植物园内(东南角),风景名胜;风景名胜相关;旅游景点,2.1,[]
擎爱阁,126.565392,45.753401,景点,群力外滩生态湿地内(东侧),风景名胜;风景名胜相关;旅游景点,3.1,[]
友和池,126.563274,45.753143,景点,群力外滩生态湿地内(东侧),风景名胜;风景名胜相关;旅游景点,3.2,[]
白渔泡湿地公园,126.900756,45.899197,景点,巨源镇白鱼泡,风景名胜;风景名胜;风景名胜,4.1,[]
白渔泡湿地公园-观鸟亭,126.907280,45.902373,景点,哈尔滨道外区巨源镇白渔泡湿地公园(东北角),风景名胜;风景名胜相关;旅游景点,3.1,[]
呼兰河口湿地垂钓公园,126.747029,45.942225,景点,呼兰河口湿地公园5号门,体育休闲服务;休闲场所;休闲场所,4.1,[]
阿什河国家湿地公园(不对外开放),126.788651,45.764995,景点,先锋路附0号,风景名胜;公园广场;公园,4.0,[]
延寿蚂蜒河国家湿地公园,128.315970,45.440686,景点,[],风景名胜;公园广场;公园,4.0,[]
滨河湿地公园,126.591070,45.969092,景点,哈萝公路与萧红大道交叉口南150米,风景名胜;公园广场;公园,3.9,[]
木兰松花江湿地公园,128.045703,45.941704,景点,木兰镇,风景名胜;公园广场;公园,3.8,[]
雅集阁,126.532462,45.749246,景点,友谊西路与融江路交叉口西北320米,风景名胜;风景名胜相关;旅游景点,3.6,[]
巴彦江湾国家湿地公园,127.565686,46.407418,景点,[],风景名胜;公园广场;公园,3.4,[]
湿地园,126.653477,45.700618,景点,三合路1号,风景名胜;公园广场;公园,3.5,[]
泓霖湾湿地公园,127.176687,44.943656,景点,政法大街(铂金府邸北侧约250米),风景名胜;公园广场;公园,3.6,[]
揽翠亭,126.616219,45.793306,景点,中东铁路水上公园南侧270米,风景名胜;风景名胜相关;旅游景点,3.1,[]
天下第一莲,126.735487,45.923863,景点,莲花岛内(西侧),风景名胜;风景名胜相关;旅游景点,3.3,[]
塔头湿地,127.372257,45.511776,景点,金龙山国家森林公园内(西侧),风景名胜;公园广场;公园,2.7,[]
白鱼泡湿地公园-娱乐区,126.906723,45.904636,景点,巨源镇白鱼泡(巨源镇)白渔泡湿地公园内(东北角),风景名胜;风景名胜相关;旅游景点,3.4,[]
