,哈尔滨冰雪大世界,哈尔滨融创乐园,哈尔滨中央大街,太阳岛风景区,哈尔滨极地公园,哈尔滨极地公园·极地馆,东北虎林园,哈尔滨防洪纪念塔广场,哈尔滨市人民防洪胜利纪念塔,索菲亚广场,哈尔滨音乐公园,圣·索菲亚教堂,中华巴洛克历史文化街区,斯大林公园,哈尔滨市兆麟公园,音乐长廊,江上城堡观光索道,哈尔滨市博物馆,极乐寺,黑龙江省博物馆,中东铁路桥,哈药六版画博物馆,龙塔,体育公园,俄罗斯童话博物馆,哈尔滨市儿童公园,波塞冬海底世界,东北烈士纪念馆,哈尔滨文庙,梅金肖克百年庭院,中东铁路桥头堡,哈尔滨美术馆,哈尔滨工业大学博物馆,龙江大舞台旗舰店,雅致永悦汇养生沐浴,太阳岛风景区-东北抗日联军纪念园,平房公园,哈军工纪念馆,哈尔滨伏尔加庄园,哈尔滨清滨公园投影民宿(哈尔滨工业大学店),哈尔滨群力丁香公园地铁站亚朵酒店,万达广场(哈尔滨哈西店),凯德广场·学府,万达广场(哈尔滨香坊店),万达广场(哈尔滨哈东店),杉杉奥特莱斯广场·哈尔滨,哈特购物广场,杉杉(杉杉奥特莱斯广场·哈尔滨店),金爵万象商业广场,哈尔滨西站万达广场中心桔子水晶酒店,哈尔滨记忆城市文化主题餐厅(金中环广场店),万达影城(哈尔滨香坊万达广场店),哈尔滨西站万达广场美居酒店,波波笑剧场(哈尔滨哈西万达广场店),全季酒店(哈尔滨中央大街哈站北广场店),如家酒店(哈尔滨香坊万达广场龙塔店),希岸Deluxe酒店(哈尔滨哈西高铁站万达广场店),毛毛镇音乐主题乐园,哈尔滨民俗博物馆民宿(松花江店),快乐专+(哈尔滨店),遇见汤泉,哈尔滨枫叶小镇温泉度假酒店,滨果汤泉空间,悦溪棠温泉洗浴,禧沐汤泉,银河欢乐世界温泉洗浴,浴玺湾温泉水汇,云尚汤泉洗浴会馆,亚布力良栖青云民宿,花筑·栖禧民宿(雪谷风景区店),亚布力芳源李·1897民宿,亚布力壹号别院民宿,寒酥庄园酒店(亚布力滑雪旅游度假区),亚布力梵山雪麓民宿,琪瑞酒店(哈尔滨太平国际机场店),亚布力青年雪鼎山庄,亚布力富丽山居民宿,亚布力·沁园春lce and Snow World·轻奢别墅(亚布力南站店),亚布力滑雪温泉森林别墅,野有故里设计师民宿,花筑·西柚度假民宿(哈尔滨冰雪大世界店),亚布力玖间度假别墅(滑雪旅游度假区店),亚布力友所居温泉民宿,墅云居·Travel休闲度假民宿(亚布力滑雪旅游度假区店),亚布力青云小镇清雅轩民宿,雪谷李姐温泉酒店,嘉毅客栈(中国雪谷风景区店),佰源民宿酒店(东北虎林园店),春上汤泉,亚布力滑雪旅游度假区,哈尔滨热雪奇迹,老街滋味坊(直营旗舰店),老街滋味坊(民安小区店),偏脸子哈尔滨老烧烤(自兴街店),老街滋味坊(香坊大街店),隆栎老北京炭火锅(巴陵街),老松滨饭店(菜艺街店),老牌坊云南鱼豆花火锅(大成街店),偏脸子哈尔滨老烧烤(建国北六道街店),一头牛正宗齐齐哈尔烤肉(太古街店),哈尔滨万枫酒店(中央大街火车站店),焕彩时尚宾馆(哈尔滨站中央大街店),惟景假日酒店(哈尔滨中央大街店),哈尔滨中央大街友谊路亚朵酒店,茄子青旅(中央大街店),萤火虫青年旅舍(哈尔滨中央大街索菲亚教堂店),哈尔滨染冬青年旅舍(中央大街步行街索菲亚教堂店),稻香国际青年旅舍(哈尔滨中央大街店),豪滨假日酒店(哈尔滨火车站博物馆地铁站店),滨江快捷宾馆,VIP会所(哈尔滨凯德广场店),鸿顺旅店(哈尔滨医大二院店),有房民宿(哈尔滨理工大学店),哈尔滨天吉招待所,秦泉青年旅馆(哈尔滨南岗店),哈尔滨火车站果戈里大街漫心酒店,哈尔滨天翼快捷宾馆,顺心旅店(哈尔滨海城市场店),哈尔滨合欣旅店,哈尔滨尚志旅社,顺航宾馆(哈尔滨太平国际机场店),哈尔滨香坊金沙时尚快捷宾馆,哈尔滨喜光主题小宾馆,哈尔滨金帝宾馆,自然空间休闲宾馆(哈尔滨巴洛克极乐寺店),君康日租公寓(中华巴洛克风情街店),太阳岛宾馆(太阳大道),北舍民宿(哈尔滨北岸明珠龙湾店),雅舍青旅(哈尔滨松北区融创茂店),哈尔滨太阳岛花园酒店,哈尔滨站,哈尔滨西站,哈尔滨东站,哈尔滨北站,哈尔滨太平国际机场
秦泉青年旅馆(哈尔滨南岗店),13.89,20.64,6.08,18.48,15.01,15.27,17.69,6.77,6.79,4.89,11.2,5.12,7.25,8.18,6.13,11.14,7.86,5.14,6.19,2.94,6.35,6.3,3.4,11.65,5.11,3.27,21.53,4.43,5.51,4.75,6.3,9.99,2.5,6.12,4.26,17.14,18.15,6.6,28.51,3.61,9.59,8.57,5.87,5.08,13.71,23.83,2.68,24.36,8.31,8.41,9.44,3.18,9.78,8.46,5.37,2.96,8.68,28.63,5.2,13.81,12.26,23.4,5.93,8.37,13.45,20.89,21.93,5.94,227.39,242.25,227.69,211.86,225.32,222.68,36.59,223.94,225.26,222.47,227.0,227.33,17.48,226.91,227.03,226.99,227.1,242.6,243.13,14.64,1.81,227.0,20.44,5.19,4.92,6.12,3.76,2.53,3.1,4.42,6.49,6.29,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.98,12.21,22.97,41.5
哈尔滨火车站果戈里大街漫心酒店,13.89,20.65,6.76,18.49,15.02,15.28,15.9,7.38,7.4,5.09,13.4,4.79,4.58,7.7,5.81,13.34,7.38,5.26,3.77,2.72,6.59,4.84,2.69,14.06,4.79,2.12,19.74,4.11,3.72,5.51,6.54,12.4,3.37,4.55,3.61,17.15,20.56,4.13,30.92,5.5,11.78,10.98,8.28,4.43,11.8,22.07,5.0,24.37,10.72,10.82,11.85,3.96,12.19,10.87,5.05,3.38,11.09,31.04,7.4,11.9,15.04,23.4,8.12,12.21,15.65,20.89,24.34,8.14,229.8,244.66,230.1,214.27,227.73,225.09,38.78,226.35,227.67,224.88,229.41,229.74,15.69,229.32,229.44,229.4,229.51,245.01,245.54,12.85,3.71,229.41,20.45,3.4,7.12,8.53,5.13,1.21,4.24,2.75,8.69,4.5,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,7.69,19.76,41.33
哈尔滨天翼快捷宾馆,14.61,21.37,6.01,19.21,15.74,16.0,15.01,6.7,6.72,4.34,11.76,4.04,3.77,6.95,5.39,11.7,6.62,4.91,2.88,2.98,5.99,3.95,2.54,12.91,4.04,2.46,18.85,2.36,3.33,5.07,5.94,11.25,3.62,3.74,3.23,17.87,21.28,3.24,31.64,5.75,10.43,11.7,7.51,4.05,11.95,21.18,5.26,21.71,11.44,11.54,10.7,3.52,12.91,11.59,5.28,3.53,11.81,31.76,8.12,12.05,13.17,24.11,8.84,11.09,14.29,21.61,25.06,8.86,230.52,245.38,230.82,214.99,228.45,225.81,37.43,227.07,228.39,225.6,230.13,230.46,14.8,230.04,230.16,230.12,230.23,245.73,246.26,11.96,3.83,230.13,21.17,2.23,5.97,7.75,5.29,0.93,4.49,1.87,7.31,3.61,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.83,7.12,24.83,43.35
顺心旅店(哈尔滨海城市场店),12.19,18.95,5.84,16.79,13.32,13.57,17.35,6.53,6.56,4.66,11.69,4.98,6.91,8.67,6.0,11.64,8.35,5.45,5.86,2.91,6.78,5.96,3.76,12.36,4.98,3.14,21.2,4.29,5.17,4.51,6.73,10.7,2.26,5.99,3.92,15.45,18.86,6.26,29.21,5.57,10.08,9.28,6.58,4.74,11.33,22.13,3.57,22.66,9.02,9.12,10.15,3.49,10.49,9.17,5.24,2.91,9.39,29.34,5.69,11.43,12.83,21.7,6.42,10.5,13.94,19.19,22.63,6.44,228.09,242.96,228.39,212.57,226.03,223.39,37.08,224.65,225.96,223.18,227.7,228.04,17.15,227.61,227.74,227.7,227.81,243.31,243.84,14.3,2.44,227.7,18.75,4.85,5.41,6.83,4.67,2.5,3.77,4.29,6.99,5.96,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.82,12.99,22.81,41.34
哈尔滨合欣旅店,7.72,14.48,2.59,12.32,8.85,9.11,15.17,3.28,3.31,1.99,7.22,1.7,4.04,3.53,3.29,7.17,3.21,2.21,5.21,3.86,3.44,8.27,8.32,8.2,1.7,4.22,19.96,2.69,5.66,1.84,3.4,6.54,3.54,3.6,8.48,10.98,21.95,6.74,32.31,3.6,6.57,9.19,6.42,9.3,17.51,17.66,3.9,18.2,8.93,8.68,5.99,7.55,10.81,9.09,1.47,6.97,9.55,32.43,1.23,17.61,9.32,17.23,1.61,8.05,10.43,14.72,25.73,2.14,231.19,246.06,231.49,215.66,229.12,226.49,33.57,227.74,229.06,226.27,230.8,231.13,13.48,230.71,230.83,230.79,230.9,246.4,246.93,13.07,6.35,230.8,14.28,5.13,2.78,6.66,8.3,5.78,7.83,4.24,2.69,4.51,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69,9.48,16.28,38.21
哈尔滨尚志旅社,11.27,18.02,3.31,15.87,12.4,12.65,15.61,3.72,3.74,1.5,9.05,1.21,3.52,4.24,2.78,9.0,3.92,1.72,5.04,1.9,3.3,8.94,6.01,10.21,1.21,3.54,19.45,3.0,5.48,4.14,3.25,8.55,2.05,3.08,6.9,14.53,21.9,6.56,32.26,4.01,7.73,10.02,5.64,6.45,14.06,21.21,3.39,21.74,9.76,9.51,8.0,6.22,10.63,9.91,4.21,5.64,10.59,32.38,4.77,14.16,12.74,20.78,5.5,8.94,11.59,18.27,25.68,5.52,231.14,246.01,231.44,215.61,229.07,226.44,34.73,227.69,229.01,226.22,230.75,231.08,17.03,230.66,230.78,230.74,230.85,246.35,246.88,12.55,5.42,230.75,17.82,4.89,4.49,5.89,7.39,4.45,6.5,3.57,4.62,4.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,8.85,17.87,39.46
顺航宾馆(哈尔滨太平国际机场店),39.42,36.95,36.19,44.02,40.55,40.81,45.37,37.74,37.76,35.59,31.92,35.3,37.63,37.36,36.89,31.87,37.15,35.81,38.8,36.65,37.04,44.8,40.19,30.39,35.3,37.82,58.86,36.28,41.61,35.44,36.99,30.78,35.88,37.2,40.35,42.68,40.49,42.69,60.49,33.62,30.16,30.73,32.18,42.0,49.69,48.87,35.0,49.4,30.47,30.68,31.53,40.37,30.54,30.62,35.26,39.28,31.71,40.64,34.0,49.79,28.04,38.35,34.73,30.05,26.72,35.87,41.58,32.37,259.8,266.64,260.1,244.28,257.74,255.1,6.1,256.35,257.67,254.88,259.41,259.74,43.68,259.32,259.45,259.41,259.51,266.99,267.52,45.54,37.0,259.41,36.75,41.28,33.09,32.17,39.49,39.53,41.3,37.83,32.88,42.39,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.24,49.2,48.65,11.23
哈尔滨香坊金沙时尚快捷宾馆,17.27,24.03,10.73,21.87,18.4,18.66,23.71,15.57,15.6,9.05,15.82,8.76,9.93,15.2,9.78,15.76,14.98,9.23,8.1,6.69,10.55,5.68,4.05,15.04,8.76,7.37,24.8,8.07,6.87,9.79,10.51,13.38,7.33,9.77,3.51,20.53,20.72,6.66,24.41,9.04,12.51,12.54,9.28,3.13,7.29,27.22,6.11,27.75,12.28,12.39,12.83,3.26,11.71,12.44,9.01,3.73,10.61,31.2,8.93,7.39,15.25,26.78,9.65,12.61,16.37,24.28,26.7,10.77,223.29,238.16,223.59,207.77,221.22,218.59,39.51,219.84,221.16,218.38,222.9,223.23,23.03,222.81,222.94,222.9,223.0,238.5,239.04,21.36,3.94,222.9,23.83,7.88,8.65,9.52,0.97,5.82,2.89,8.07,11.29,8.98,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.14,8.86,26.14,44.66
哈尔滨喜光主题小宾馆,16.16,22.92,10.13,20.76,17.29,17.55,23.62,14.47,14.49,8.03,14.71,7.73,9.14,14.09,8.75,14.65,13.87,8.2,8.51,5.66,9.52,6.12,4.5,13.93,7.73,6.34,27.79,7.04,7.31,9.28,9.48,12.27,6.3,8.74,3.96,19.42,21.16,7.11,24.86,6.23,11.4,11.43,8.17,3.57,7.81,26.11,5.29,26.64,11.17,11.28,11.72,2.93,11.1,11.33,7.98,3.71,10.0,31.64,8.11,7.91,14.14,25.68,8.84,11.45,15.26,23.17,23.96,8.85,223.74,238.6,224.03,208.21,221.67,219.03,38.4,220.29,221.6,218.82,223.34,223.68,21.92,223.25,223.38,223.34,223.45,238.95,239.48,19.7,3.12,223.34,22.72,10.25,7.83,8.41,0.49,4.9,1.96,7.04,9.4,11.36,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,9.28,24.75,43.27
哈尔滨金帝宾馆,8.62,15.38,4.99,13.22,9.75,10.01,16.07,6.92,6.94,5.17,5.6,4.88,7.22,6.54,6.47,5.54,6.33,5.39,8.39,6.21,7.88,14.38,10.23,5.29,4.88,7.47,31.58,5.87,11.64,4.14,7.83,3.63,5.45,6.79,10.39,11.88,20.66,12.73,30.54,2.8,2.33,6.43,3.48,11.21,15.74,18.56,3.51,19.09,6.17,5.91,3.08,9.95,7.66,6.32,4.8,9.4,6.79,35.16,2.94,15.84,4.98,18.13,3.67,5.28,7.5,15.62,28.15,1.69,229.42,244.29,229.72,213.9,227.36,224.72,30.64,225.97,227.29,224.51,229.03,229.36,14.38,228.94,229.07,229.03,229.13,244.63,245.17,16.24,6.59,229.03,15.18,11.32,2.7,3.73,9.07,9.57,10.88,7.59,1.8,7.7,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,17.6,17.17,35.28
自然空间休闲宾馆(哈尔滨巴洛克极乐寺店),17.26,21.23,4.98,21.86,18.39,18.65,11.96,4.99,5.01,4.05,16.77,3.7,1.54,5.55,3.62,16.71,5.22,4.05,3.05,4.7,4.28,5.61,5.46,17.43,3.7,5.58,15.8,2.96,3.02,4.92,4.23,15.77,5.34,2.01,5.62,20.52,23.93,4.9,34.29,10.65,15.16,14.35,11.65,6.43,19.49,18.14,9.8,18.66,14.09,14.2,15.22,6.71,15.57,14.24,4.42,6.37,14.46,34.41,10.77,19.59,14.41,21.07,11.5,15.58,19.02,21.48,27.71,11.51,233.17,248.04,233.47,217.65,231.1,228.47,42.16,229.72,231.04,228.25,232.78,233.11,11.76,232.69,232.81,232.78,232.88,248.38,248.91,8.91,6.67,232.78,21.03,3.25,10.49,11.9,8.13,4.04,6.88,2.81,12.06,0.58,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.82,4.98,20.7,42.34
君康日租公寓(中华巴洛克风情街店),10.94,22.26,3.72,15.54,12.07,12.33,12.99,3.73,3.75,2.31,10.24,2.58,0.53,4.29,1.89,10.18,3.96,2.12,2.82,3.91,3.02,6.62,6.47,12.24,2.58,4.27,16.84,1.87,4.03,3.19,2.97,11.03,4.55,0.64,6.63,14.2,24.95,4.36,35.3,5.9,10.44,11.49,12.67,7.45,20.5,19.17,6.19,19.69,11.23,10.98,10.0,7.72,13.11,11.38,3.3,7.09,15.48,35.43,11.78,20.6,13.29,22.1,3.89,10.35,13.16,22.51,28.72,5.6,234.19,249.05,234.48,218.66,232.12,229.48,36.3,230.74,232.05,229.27,233.79,234.13,12.79,233.7,233.83,233.79,233.9,249.4,249.93,9.94,7.33,233.79,22.06,2.74,5.14,12.92,8.85,5.05,7.89,2.59,6.18,0.98,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,7.26,19.18,41.06
太阳岛宾馆(太阳大道),4.5,11.69,7.57,4.65,1.18,1.44,12.39,7.56,7.59,8.13,9.5,8.36,10.18,7.29,8.75,9.45,6.97,8.34,11.87,10.04,8.54,20.92,16.32,11.5,8.36,10.9,29.49,9.36,17.73,7.55,8.49,10.29,9.27,9.32,16.48,3.31,28.43,18.82,37.08,9.33,9.1,12.97,10.02,18.12,22.28,16.47,11.12,17.01,12.71,12.46,9.27,16.49,14.15,12.87,8.62,15.4,13.33,41.7,6.9,22.38,11.74,16.04,6.04,11.83,14.04,13.53,34.69,8.43,235.96,250.83,236.26,220.44,233.9,231.26,37.17,232.51,233.83,231.04,235.57,235.9,12.29,235.48,235.61,235.57,235.67,251.17,251.71,14.16,13.12,235.57,13.09,17.41,6.91,10.27,15.61,15.65,17.42,11.41,6.4,10.32,9.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.01,25.39,12.62,44.17
北舍民宿(哈尔滨北岸明珠龙湾店),7.04,5.62,10.53,10.07,6.61,6.86,7.23,10.52,10.54,11.09,12.46,11.32,13.14,10.25,11.7,12.4,9.92,11.29,18.86,12.99,11.49,23.87,19.27,14.0,11.31,13.86,17.69,12.32,19.3,10.51,11.44,14.39,12.23,12.28,19.43,8.73,35.34,19.5,40.04,12.29,12.05,15.93,12.98,21.08,25.24,9.31,14.08,9.84,15.67,15.41,12.22,19.44,22.41,15.82,11.58,18.36,22.03,43.0,9.85,25.34,14.97,8.88,8.99,14.78,14.66,5.19,40.89,11.39,238.92,253.78,239.22,223.39,236.85,234.21,38.56,235.47,236.79,234.0,238.53,238.86,5.54,238.44,238.56,238.52,238.63,254.13,254.66,6.75,16.08,238.53,5.42,19.01,9.86,13.22,18.57,18.61,20.38,14.37,9.36,17.25,12.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,26.0,8.67,43.26
雅舍青旅(哈尔滨松北区融创茂店),11.3,1.12,14.79,14.33,10.86,11.12,12.31,14.78,14.8,15.35,15.42,15.57,17.4,14.51,15.96,15.37,14.18,15.55,23.94,17.25,15.75,26.84,23.53,13.18,15.57,18.11,21.79,16.58,24.38,14.76,15.7,13.57,16.48,16.54,23.69,12.99,34.52,24.58,49.99,16.55,15.7,22.55,17.23,25.34,39.19,12.0,18.34,12.54,22.29,22.67,14.32,23.7,21.59,22.45,15.84,22.61,21.21,42.18,14.11,39.29,14.15,4.28,13.25,19.64,13.84,0.6,40.07,15.65,251.37,258.21,251.67,235.84,249.3,246.66,34.75,247.92,249.24,246.45,250.98,251.31,8.63,250.89,251.01,250.97,251.08,258.56,259.09,10.84,20.34,250.98,0.92,24.09,14.12,17.48,22.82,22.87,24.63,18.63,13.62,22.33,16.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.72,25.23,10.75,39.9
哈尔滨太阳岛花园酒店,3.85,10.81,7.15,7.49,4.02,4.28,11.5,7.14,7.17,7.71,9.08,7.94,9.76,6.87,8.33,9.03,6.55,7.92,11.45,9.62,8.12,20.5,15.89,11.08,7.94,10.48,27.01,8.94,17.31,7.13,8.07,9.87,8.85,8.9,16.06,6.15,28.01,18.4,36.66,8.91,8.68,12.55,9.6,17.7,21.86,13.99,10.7,14.53,12.29,12.04,8.85,16.07,13.73,12.45,8.2,14.98,12.91,41.28,6.48,21.96,11.32,13.56,5.62,11.41,13.62,11.05,34.27,8.01,235.54,250.41,235.84,220.02,233.47,230.84,36.76,232.09,233.41,230.62,235.15,235.48,9.81,235.06,235.19,235.15,235.25,250.75,251.29,11.68,12.71,235.15,10.61,16.99,6.49,9.85,15.19,15.23,17.0,10.99,5.98,9.9,8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.46,23.84,13.64,42.62
哈尔滨站,10.05,16.81,3.6,14.65,11.18,11.44,15.1,4.22,4.24,1.93,9.35,1.64,3.05,4.54,2.65,9.3,4.22,2.1,4.19,1.95,3.43,7.25,5.5,10.5,1.64,2.55,18.95,0.95,4.64,2.67,3.38,8.84,2.59,2.64,6.05,13.31,22.34,5.73,26.14,4.49,8.02,10.08,6.48,5.94,13.55,20.0,4.23,20.53,9.82,9.57,8.29,5.71,11.7,9.97,1.89,5.13,10.44,32.82,3.6,13.65,11.88,19.56,3.69,8.94,11.88,17.05,28.68,4.32,230.16,245.02,230.45,214.63,228.09,225.45,35.02,226.71,228.02,225.24,229.76,230.1,14.9,229.67,229.8,229.76,229.87,245.37,245.9,12.05,5.37,229.76,16.61,4.11,3.57,6.72,6.89,3.94,5.99,3.08,4.91,3.5,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,8.56,19.17,40.43
哈尔滨西站,13.16,17.01,10.57,17.76,14.29,14.55,20.62,11.46,11.49,9.97,7.45,9.68,11.62,11.09,11.28,7.4,10.87,10.19,13.19,9.64,11.42,19.18,14.57,5.13,9.68,10.9,38.06,10.67,15.99,9.82,11.38,5.97,8.88,11.35,14.73,16.42,20.05,17.07,35.53,6.79,4.59,3.07,5.7,16.38,20.54,23.1,7.33,23.64,2.81,3.19,6.72,14.75,2.89,2.96,8.73,13.66,3.52,30.65,8.38,20.64,3.62,25.48,9.11,3.6,3.89,16.58,27.38,6.75,234.41,241.77,234.71,218.88,232.34,229.7,27.82,230.96,232.28,229.49,234.02,234.35,18.92,233.93,234.05,234.01,234.12,242.12,242.65,20.79,11.38,234.02,16.81,15.67,7.47,5.95,13.87,13.91,15.68,11.02,7.26,12.0,9.16,8.97,7.25,9.09,8.66,9.62,9.78,10.3,10.37,9.48,5.58,7.28,6.9,10.74,11.98,10.6,13.83,11.82,8.69,9.94,30.24,15.14,13.75,5.71,12.82,11.36,14.01,14.62,16.72,12.46,9.72,0.0,0.0,0.0,0.0
哈尔滨东站,24.55,25.54,9.93,29.14,25.67,25.93,16.27,9.94,9.97,9.41,23.09,8.58,6.51,10.5,8.99,23.03,10.18,9.06,5.11,7.61,9.23,4.21,7.1,22.31,8.58,9.02,17.36,6.77,5.47,9.48,9.19,20.65,8.25,7.92,7.49,27.8,31.1,3.61,27.75,16.31,19.78,19.81,16.55,8.56,13.52,21.3,9.89,21.83,19.55,19.66,20.1,11.23,19.49,19.71,9.3,12.01,18.39,41.57,13.88,13.62,22.52,24.24,14.61,19.88,23.64,25.79,32.34,18.05,233.52,248.38,233.81,217.99,231.45,228.81,46.78,230.07,231.38,228.6,233.12,233.46,17.49,233.03,233.16,233.12,233.23,248.73,249.26,12.08,11.51,233.12,25.34,5.18,13.6,16.79,9.13,7.48,9.45,6.05,18.56,5.56,8.01,8.45,10.75,20.47,9.87,8.13,8.59,9.66,7.46,24.48,16.43,19.96,15.38,6.73,12.21,7.69,7.12,12.99,9.48,8.85,49.2,8.86,9.28,17.6,4.98,7.26,25.39,26.0,25.23,23.84,8.56,0.0,0.0,0.0,0.0
哈尔滨北站,13.34,10.8,16.83,16.37,12.9,13.16,13.53,16.82,16.84,17.38,18.75,17.61,19.44,16.54,18.0,18.7,16.22,17.59,22.89,19.29,17.79,30.17,25.57,19.51,17.61,20.15,16.11,18.62,23.32,16.8,17.74,19.54,18.52,18.57,25.73,15.03,37.68,23.52,46.33,18.59,18.35,22.23,19.27,27.38,31.53,3.9,20.37,4.43,21.96,21.71,18.52,25.74,23.4,22.12,17.88,24.65,27.54,48.51,16.15,31.63,20.48,10.46,15.29,21.08,20.18,10.61,46.4,17.69,245.21,269.68,245.51,229.69,243.15,240.51,46.22,241.77,243.08,240.3,244.82,245.16,9.17,244.73,244.86,244.82,244.92,270.03,270.56,11.33,22.38,244.82,10.6,23.04,16.16,19.52,24.86,24.91,26.67,20.67,15.65,21.28,18.31,17.47,15.91,15.24,16.54,17.57,18.93,16.55,19.54,30.28,19.15,23.64,20.47,19.46,22.97,19.76,24.83,22.81,16.28,17.87,48.65,26.14,24.75,17.17,20.7,19.18,12.62,8.67,10.75,13.64,19.17,0.0,0.0,0.0,0.0
哈尔滨太平国际机场,43.33,40.85,40.09,47.92,44.45,44.71,49.28,41.64,41.67,39.49,35.83,39.2,41.54,41.27,40.79,35.77,41.05,39.71,42.71,40.55,40.94,48.7,44.09,34.29,39.2,41.72,62.76,40.19,45.51,39.34,40.9,34.68,39.78,41.1,44.26,46.58,40.43,46.6,64.39,37.52,34.06,34.63,36.08,45.9,53.59,52.77,38.9,53.31,34.37,34.58,35.43,44.27,34.45,34.52,39.16,43.18,35.61,48.66,37.9,53.69,31.95,42.26,38.63,33.95,30.62,39.77,41.52,36.27,263.7,270.55,264.0,248.18,261.64,259.0,5.54,260.26,261.57,258.79,263.31,263.65,47.58,263.22,263.35,263.31,263.42,270.89,271.42,49.45,40.91,263.31,40.66,45.19,36.99,36.07,43.39,43.44,45.2,41.73,36.78,46.29,39.21,38.54,36.77,39.27,38.18,39.14,39.83,39.82,41.11,38.35,35.96,41.18,37.28,41.03,41.5,41.33,43.35,41.34,38.21,39.46,11.23,44.66,43.27,35.28,42.34,41.06,44.17,43.26,39.9,42.62,40.43,0.0,0.0,0.0,0.0
